hashtag_H	cluster_C_leader(userID)	relative_frequency_H_C	frequency_H_in_C	frequency_H_overall	count_H_in_C	count_tweets_in_C	count_H_entire_dataset	count_tweets_entire_dataset
oilandgas	1173501470345445376	75.55555	.00680	.00009	1	147	2	20481
NichtMitUns	1173501470345445376	75.55555	.00680	.00009	1	147	2	20481
NewZealand	1173501470345445376	28.33333	.00680	.00024	1	147	5	20481
Neuseeland	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
MunichSecurityConference	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
Mumbai	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
MTA	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
Moscow	1173501470345445376	3.88571	.00680	.00175	1	147	36	20481
Modi	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
Midwest	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
Mediaset	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
Media	1173501470345445376	35.78947	.00680	.00019	1	147	4	20481
marocco	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
Maroc	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
MamataBanerjee	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
Madras	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
Longcovid	1173501470345445376	11.72413	.00680	.00058	1	147	12	20481
LONG	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
London	1173501470345445376	3.67567	.00680	.00185	1	147	38	20481
logisticstrike	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
lockdown	1173501470345445376	10.79365	.00680	.00063	1	147	13	20481
LIVEUPDATES	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
liveupdates	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
Lieferando	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
Lauterbach	1173501470345445376	75.55555	.00680	.00009	1	147	2	20481
Labour	1173501470345445376	8.71794	.00680	.00078	1	147	16	20481
Kolkatta	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
Kiew	1173501470345445376	48.57142	.00680	.00014	1	147	3	20481
Kiev	1173501470345445376	3.67567	.00680	.00185	1	147	38	20481
kids	1173501470345445376	28.33333	.00680	.00024	1	147	5	20481
JulianRRRRRRange	1173501470345445376	15.81395	.00680	.00043	1	147	9	20481
JohnsonOutToday	1173501470345445376	11.72413	.00680	.00058	1	147	12	20481
Interview	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
India	1173501470345445376	7.01030	.00680	.00097	1	147	20	20481
hamsters	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
HamsterGate	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
guerre	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
Guerra	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
Grevedesecoles	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
Gorillas	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
Global	1173501470345445376	75.55555	.00680	.00009	1	147	2	20481
French	1173501470345445376	17.43589	.00680	.00039	1	147	8	20481
France	1173501470345445376	4.09638	.00680	.00166	1	147	34	20481
Flink	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
FilmTwitter	1173501470345445376	10.00000	.00680	.00068	1	147	14	20481
facebookdown	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
Facebook	1173501470345445376	17.43589	.00680	.00039	1	147	8	20481
ExxonMobil	1173501470345445376	75.55555	.00680	.00009	1	147	2	20481
Europe	1173501470345445376	4.35897	.00680	.00156	1	147	32	20481
delivery	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
Delhi	1173501470345445376	75.55555	.00680	.00009	1	147	2	20481
Covid_19	1173501470345445376	2.14511	.00680	.00317	1	147	65	20481
CorbynWasRight	1173501470345445376	75.55555	.00680	.00009	1	147	2	20481
Corbyn	1173501470345445376	35.78947	.00680	.00019	1	147	4	20481
China	1173501470345445376	.99560	.00680	.00683	1	147	140	20481
children	1173501470345445376	14.16666	.00680	.00048	1	147	10	20481
censure	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
censorship	1173501470345445376	20.00000	.00680	.00034	1	147	7	20481
CENSORED	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
Busdriver	1173501470345445376	75.55555	.00680	.00009	1	147	2	20481
busdriver	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
books	1173501470345445376	35.78947	.00680	.00019	1	147	4	20481
Book	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
BA2variant	1173501470345445376	6.35514	.00680	.00107	1	147	22	20481
Australia	1173501470345445376	3.67567	.00680	.00185	1	147	38	20481
auckland	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
Asia	1173501470345445376	75.55555	.00680	.00009	1	147	2	20481
Ardern	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
AntiWarProtest	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
antiwarprotest	1173501470345445376	170.00000	.00680	.00004	1	147	1	20481
antiwar	1173501470345445376	10.00000	.00680	.00068	1	147	14	20481
UkraineUnderAttack	1176474996400693249	33.28894	.25000	.00751	1	4	154	20481
StandWithUkraine	1176474996400693249	5.50055	.25000	.04545	1	4	931	20481
politicslive	1176474996400693249	1315.78947	.25000	.00019	1	4	4	20481
FirstWorldProblems	1176474996400693249	2777.77777	.25000	.00009	1	4	2	20481
COVID19AB	117667573	28.65329	.20000	.00698	2	10	143	20481
AbLeg	117667573	44.05286	.20000	.00454	2	10	93	20481
ReleaseThePaxlovid	117667573	1111.11111	.10000	.00009	1	10	2	20481
ottawaoccupiers	117667573	232.55813	.10000	.00043	1	10	9	20481
InfectionMandate	117667573	158.73015	.10000	.00063	1	10	13	20481
FluTrucksKlan	117667573	188.67924	.10000	.00053	1	10	11	20481
COVID19	117667573	1.59515	.10000	.06269	1	10	1284	20481
COVID	117667573	10.24590	.10000	.00976	1	10	200	20481
Albertans	117667573	714.28571	.10000	.00014	1	10	3	20481
Alberta	117667573	50.00000	.10000	.00200	1	10	41	20481
NewYork	1176861007303585792	317.46031	.40000	.00126	2	5	26	20481
RescueDogs	1176861007303585792	344.82758	.20000	.00058	1	5	12	20481
LongIsland	1176861007303585792	5000.00000	.20000	.00004	1	5	1	20481
DogsofTwittter	1176861007303585792	100.00000	.20000	.00200	1	5	41	20481
AdoptMe	1176861007303585792	111.11111	.20000	.00180	1	5	37	20481
IWD2022	1177181061173956609	106.83760	.25000	.00234	1	4	48	20481
InternationalWomensDay	1177181061173956609	91.57509	.25000	.00273	1	4	56	20481
ACAB	1177181061173956609	862.06896	.25000	.00029	1	4	6	20481
AbortionIsHealthcare	1177181061173956609	1041.66666	.25000	.00024	1	4	5	20481
India	1177412853919182849	76.36082	.07407	.00097	2	27	20	20481
ClimateStrike	1177412853919182849	42.32571	.07407	.00175	2	27	36	20481
ClimateJustice	1177412853919182849	139.75471	.07407	.00053	2	27	11	20481
ClimateCrisis	1177412853919182849	15.82692	.07407	.00468	2	27	96	20481
ClimateActionNow	1177412853919182849	46.00621	.07407	.00161	2	27	33	20481
ActOnClimate	1177412853919182849	35.44019	.07407	.00209	2	27	43	20481
wildlife	1177412853919182849	40.25000	.03703	.00092	1	27	19	20481
SouthAfrica	1177412853919182849	411.44444	.03703	.00009	1	27	2	20481
SaveEarth	1177412853919182849	925.75000	.03703	.00004	1	27	1	20481
SaveClimate	1177412853919182849	925.75000	.03703	.00004	1	27	1	20481
Life	1177412853919182849	154.29166	.03703	.00024	1	27	5	20481
LetTheEarthBreath	1177412853919182849	23.73717	.03703	.00156	1	27	32	20481
Latest	1177412853919182849	411.44444	.03703	.00009	1	27	2	20481
IPCCReport	1177412853919182849	127.68965	.03703	.00029	1	27	6	20481
green	1177412853919182849	264.50000	.03703	.00014	1	27	3	20481
Floods	1177412853919182849	411.44444	.03703	.00009	1	27	2	20481
EndFossilFuels	1177412853919182849	94.94871	.03703	.00039	1	27	8	20481
EarthDay22	1177412853919182849	411.44444	.03703	.00009	1	27	2	20481
EarthDay	1177412853919182849	18.51500	.03703	.00200	1	27	41	20481
Earth	1177412853919182849	194.89473	.03703	.00019	1	27	4	20481
DurbanFloods	1177412853919182849	925.75000	.03703	.00004	1	27	1	20481
Durban	1177412853919182849	925.75000	.03703	.00004	1	27	1	20481
ClimateReport	1177412853919182849	63.84482	.03703	.00058	1	27	12	20481
ClimateEmergency	1177412853919182849	17.71770	.03703	.00209	1	27	43	20481
ClimateChange	1177412853919182849	44.61445	.03703	.00083	1	27	17	20481
ClimateAction	1177412853919182849	16.53125	.03703	.00224	1	27	46	20481
Africa	1177412853919182849	154.29166	.03703	.00024	1	27	5	20481
Ukraine	117810351	.92255	.14414	.15624	16	111	3200	20481
COVID19	117810351	1.29334	.08108	.06269	9	111	1284	20481
SpeakOutAgainstWW3	117810351	21.36363	.05405	.00253	6	111	52	20481
Russia	117810351	.92109	.05405	.05868	6	111	1202	20481
Teachers	117810351	52.98529	.03603	.00068	4	111	14	20481
MeToo	117810351	57.19047	.03603	.00063	4	111	13	20481
COVIDisAirborne	117810351	3.61746	.03603	.00996	4	111	204	20481
teachers	117810351	56.29166	.02702	.00048	3	111	10	20481
NoWar	117810351	7.11052	.02702	.00380	3	111	78	20481
edsafety	117810351	193.00000	.02702	.00014	3	111	3	20481
Biden	117810351	12.62616	.02702	.00214	3	111	44	20481
UkraineRussiaWar	117810351	1.14567	.01801	.01572	2	111	322	20481
UkraineConflict	117810351	18.56701	.01801	.00097	2	111	20	20481
TeacherTwitter	117810351	52.97058	.01801	.00034	2	111	7	20481
SchoolStrike2022	117810351	52.97058	.01801	.00034	2	111	7	20481
SchoolsAreNotSafe	117810351	94.78947	.01801	.00019	2	111	4	20481
NYC	117810351	5.86644	.01801	.00307	2	111	63	20481
Germany	117810351	7.11857	.01801	.00253	2	111	52	20481
EndCOVID	117810351	94.78947	.01801	.00019	2	111	4	20481
CovidIsAirborne	117810351	16.83177	.01801	.00107	2	111	22	20481
COVIDInquest	117810351	200.11111	.01801	.00009	2	111	2	20481
COVID	117810351	1.84528	.01801	.00976	2	111	200	20481
Zelenskyy	117810351	7.69230	.00900	.00117	1	111	24	20481
Zelensky	117810351	2.45901	.00900	.00366	1	111	75	20481
WW3	117810351	10.34482	.00900	.00087	1	111	18	20481
Writing	117810351	225.00000	.00900	.00004	1	111	1	20481
WorldWarIII	117810351	11.53846	.00900	.00078	1	111	16	20481
Wimbledon	117810351	225.00000	.00900	.00004	1	111	1	20481
WillSmith	117810351	9.27835	.00900	.00097	1	111	20	20481
whitmertrial	117810351	225.00000	.00900	.00004	1	111	1	20481
WearAMask	117810351	1.80722	.00900	.00498	1	111	102	20481
warcrimes	117810351	31.03448	.00900	.00029	1	111	6	20481
War	117810351	10.34482	.00900	.00087	1	111	18	20481
VaccinesSaveLives	117810351	14.28571	.00900	.00063	1	111	13	20481
UkrianeWar	117810351	225.00000	.00900	.00004	1	111	1	20481
UkraineWar	117810351	.88235	.00900	.01020	1	111	209	20481
UkraineRussianWar	117810351	1.19840	.00900	.00751	1	111	154	20481
UkraineRussiaConflict	117810351	15.51724	.00900	.00058	1	111	12	20481
UkraineKonflikt	117810351	225.00000	.00900	.00004	1	111	1	20481
UkraineCrisis	117810351	4.86486	.00900	.00185	1	111	38	20481
twitterstorians	117810351	64.28571	.00900	.00014	1	111	3	20481
TrumpWarCrimes	117810351	225.00000	.00900	.00004	1	111	1	20481
Syria	117810351	2.67857	.00900	.00336	1	111	69	20481
Students	117810351	37.50000	.00900	.00024	1	111	5	20481
StudentLivesMatter	117810351	225.00000	.00900	.00004	1	111	1	20481
StandWithUkraine	117810351	.19801	.00900	.04545	1	111	931	20481
SriLLanka	117810351	225.00000	.00900	.00004	1	111	1	20481
Socialism	117810351	9.78260	.00900	.00092	1	111	19	20481
Shanghai	117810351	5.59006	.00900	.00161	1	111	33	20481
ScottMorrison	117810351	47.36842	.00900	.00019	1	111	4	20481
ScienceWillWin	117810351	225.00000	.00900	.00004	1	111	1	20481
SAVASAHAYIR	117810351	225.00000	.00900	.00004	1	111	1	20481
RussianWarCrimes	117810351	2.12264	.00900	.00424	1	111	87	20481
RussiansAgainstWar	117810351	225.00000	.00900	.00004	1	111	1	20481
Rumsfeld	117810351	225.00000	.00900	.00004	1	111	1	20481
RaDondaVaught	117810351	64.28571	.00900	.00014	1	111	3	20481
PutinWarCrimes	117810351	3.68852	.00900	.00244	1	111	50	20481
PutinIsAWarCriminal	117810351	37.50000	.00900	.00024	1	111	5	20481
Peru	117810351	100.00000	.00900	.00009	1	111	2	20481
Oscars	117810351	1.82555	.00900	.00493	1	111	101	20481
Obama	117810351	64.28571	.00900	.00014	1	111	3	20481
NurseTwitter	117810351	13.23529	.00900	.00068	1	111	14	20481
NoWarWithRussia	117810351	2.16867	.00900	.00415	1	111	85	20481
NOWAR	117810351	100.00000	.00900	.00009	1	111	2	20481
nowar	117810351	31.03448	.00900	.00029	1	111	6	20481
NormanMailer	117810351	225.00000	.00900	.00004	1	111	1	20481
noguerra	117810351	225.00000	.00900	.00004	1	111	1	20481
NaziUkraine	117810351	100.00000	.00900	.00009	1	111	2	20481
Minneapolisteachers	117810351	225.00000	.00900	.00004	1	111	1	20481
media	117810351	47.36842	.00900	.00019	1	111	4	20481
MayDayOnlineRally	117810351	225.00000	.00900	.00004	1	111	1	20481
MayDay	117810351	100.00000	.00900	.00009	1	111	2	20481
MatrixResurrections	117810351	225.00000	.00900	.00004	1	111	1	20481
MaskingForAFriend	117810351	47.36842	.00900	.00019	1	111	4	20481
LongCOVID	117810351	4.01785	.00900	.00224	1	111	46	20481
Lidl	117810351	225.00000	.00900	.00004	1	111	1	20481
KamilaValieva	117810351	100.00000	.00900	.00009	1	111	2	20481
JohnComaroff	117810351	225.00000	.00900	.00004	1	111	1	20481
January6	117810351	14.28571	.00900	.00063	1	111	13	20481
Iran	117810351	5.59006	.00900	.00161	1	111	33	20481
inequality	117810351	64.28571	.00900	.00014	1	111	3	20481
Harvard	117810351	47.36842	.00900	.00019	1	111	4	20481
GetBoosted	117810351	8.41121	.00900	.00107	1	111	22	20481
ForeverWar	117810351	225.00000	.00900	.00004	1	111	1	20481
FilmTwitter	117810351	13.23529	.00900	.00068	1	111	14	20481
fascists	117810351	225.00000	.00900	.00004	1	111	1	20481
Facebook	117810351	23.07692	.00900	.00039	1	111	8	20481
EndThePandemic	117810351	37.50000	.00900	.00024	1	111	5	20481
EndlessWar	117810351	225.00000	.00900	.00004	1	111	1	20481
DaniilMedvedev	117810351	225.00000	.00900	.00004	1	111	1	20481
CovidIsNotOver	117810351	.68545	.00900	.01313	1	111	269	20481
COVIDInguest	117810351	225.00000	.00900	.00004	1	111	1	20481
COVID19NZ	117810351	225.00000	.00900	.00004	1	111	1	20481
Covid19	117810351	.96051	.00900	.00937	1	111	192	20481
covid19	117810351	1.46341	.00900	.00615	1	111	126	20481
ChicagoTeachers	117810351	26.47058	.00900	.00034	1	111	7	20481
Chicago	117810351	18.75000	.00900	.00048	1	111	10	20481
Cheney	117810351	225.00000	.00900	.00004	1	111	1	20481
Capitol	117810351	47.36842	.00900	.00019	1	111	4	20481
Bush	117810351	225.00000	.00900	.00004	1	111	1	20481
BronxFire	117810351	64.28571	.00900	.00014	1	111	3	20481
Bronx	117810351	100.00000	.00900	.00009	1	111	2	20481
Blinkin	117810351	225.00000	.00900	.00004	1	111	1	20481
Baberowski	117810351	225.00000	.00900	.00004	1	111	1	20481
BA2	117810351	2.25000	.00900	.00400	1	111	82	20481
auspol	117810351	.12590	.00900	.07148	1	111	1464	20481
AnnaNetrebko	117810351	225.00000	.00900	.00004	1	111	1	20481
AmericanWarCrimes	117810351	225.00000	.00900	.00004	1	111	1	20481
AFLCIA	117810351	225.00000	.00900	.00004	1	111	1	20481
Afghanistan	117810351	4.01785	.00900	.00224	1	111	46	20481
1619Project	117810351	26.47058	.00900	.00034	1	111	7	20481
wtpBLUE	1178452608794726401	72.53384	.37500	.00517	3	8	106	20481
ONEV1	1178452608794726401	88.44339	.37500	.00424	3	8	87	20481
Fresh	1178452608794726401	105.33707	.37500	.00356	3	8	73	20481
Texas	1178452608794726401	64.10256	.12500	.00195	1	8	40	20481
NationalTexasDay	1178452608794726401	3125.00000	.12500	.00004	1	8	1	20481
GetVaxxed	1178452608794726401	431.03448	.12500	.00029	1	8	6	20481
FreshWords	1178452608794726401	42.80821	.12500	.00292	1	8	60	20481
CanadaTruckers	1178452608794726401	235.84905	.12500	.00053	1	8	11	20481
COVIDIsAirborne	1178704911426564096	287.34482	.16666	.00058	2	12	12	20481
COVIDisAirborne	1178704911426564096	16.73293	.16666	.00996	2	12	204	20481
COVID19	1178704911426564096	2.65847	.16666	.06269	2	12	1284	20481
ventilation	1178704911426564096	157.22641	.08333	.00053	1	12	11	20481
school	1178704911426564096	245.08823	.08333	.00034	1	12	7	20481
publichealth	1178704911426564096	173.60416	.08333	.00048	1	12	10	20481
PreventionIsPossible	1178704911426564096	2083.25000	.08333	.00004	1	12	1	20481
prevention	1178704911426564096	2083.25000	.08333	.00004	1	12	1	20481
prevent	1178704911426564096	2083.25000	.08333	.00004	1	12	1	20481
health	1178704911426564096	74.40178	.08333	.00112	1	12	23	20481
filtration	1178704911426564096	438.57894	.08333	.00019	1	12	4	20481
CovidIsAirborne	1178704911426564096	77.87850	.08333	.00107	1	12	22	20481
VAWG	117873637	1851.77777	.16666	.00009	1	6	2	20481
SaveWomensSports	117873637	148.80357	.16666	.00112	1	6	23	20481
penncheats	117873637	1190.42857	.16666	.00014	1	6	3	20481
notourcrimes	117873637	4166.50000	.16666	.00004	1	6	1	20481
Labourlosingwomen	117873637	574.68965	.16666	.00029	1	6	6	20481
bbc5live	117873637	4166.50000	.16666	.00004	1	6	1	20481
DocsWhoRock	1180480529826754561	652.17391	.60000	.00092	3	5	19	20481
QuarantineWeek	1180480529826754561	1666.66666	.40000	.00024	2	5	5	20481
ThisIsOurShot	1180480529826754561	1428.57142	.20000	.00014	1	5	3	20481
StaySafe	1180480529826754561	377.35849	.20000	.00053	1	5	11	20481
NeilYoungWeek	1180480529826754561	2222.22222	.20000	.00009	1	5	2	20481
